,ner_id,link,name,orcid,affiliation
1490,3531,profile/Sebastian-Link-4,Sebastian Link,,University of Auckland
1491,3535,profile/Prashant-Gupta-37,Prashant Gupta,,"University of Auckland Auckland, New Zealand; Arizona State University | ASU"
1492,3539,profile/Wei-Zhou-81,Wei Zhou,,Chinese Academy of Sciences | CAS
1493,3540,profile/Qingyu-Xiong,Qingyu Xiong,,Chongqing University | CQU
1494,3543,profile/Matthias-Jarke,Matthias Jarke,,RWTH Aachen University
1495,3544,profile/Eric-Yu-25,Eric Yu,,University of Toronto | U of T
1496,3546,profile/Stephane-Bressan,Stephane Bressan,,National University of Singapore | NUS
1497,3549,profile/Sidney-Tsang,Sidney Tsang,,
1498,3552,profile/Patricia-Riddle,Patricia Jean Riddle,,University of Auckland
1499,3556,profile/Thuy-Ngoc-Le,Thuy Ngoc Le,,National University of Singapore | NUS
1500,3557,profile/Zhifeng-Bao-2,Zhifeng Bao,,RMIT University | RMIT
1501,3561,profile/R-Pears,R. Pears,,"Auckland University of Technology Auckland, New Zealand; Auckland University of Technology | AUT"
1502,3578,profile/Wai-Kiang-Yeap,Wai-Kiang Yeap,,Auckland University of Technology | AUT
1503,3583,profile/Rosie-Do,Rosie Do,,La Trobe University
1504,3584,profile/Wenny-Rahayu,Wenny Rahayu,,La Trobe University
1505,3585,profile/Torab-Torabi,Torab Torabi,,La Trobe University Australia; La Trobe University
1506,3596,profile/Imran-Bajwa-3,Imran Sarwar Bajwa,,
1507,3604,profile/Mengchi-Liu-2,Mengchi Liu,,Carleton University
1508,3608,profile/Scott-Uk-Jin-Lee,Scott Uk-Jin Lee,,Hanyang University
1509,3609,profile/Lindsay-Groves-2,Lindsay Groves,,Victoria University of Wellington
1510,3616,profile/Ke-Geng-2,Ke Geng,,University of Auckland
1511,3621,profile/Yuan-Fang-Li,Yuan-Fang Li,,Monash University (Australia)
1512,3628,profile/Amarnath-Gupta,Amarnath Gupta,,
1513,3630,profile/Susan-Urban-2,Susan Darling Urban,,"Texas Tech University Lubbock, United States; Arizona State University | ASU"
1514,3635,profile/Magdalena-Balazinska,Magdalena Balazinska,,University of Washington Seattle | UW
1515,3638,profile/Stefano-Baraldi,Stefano Baraldi,,University of Florence | UNIFI
1516,3639,profile/Alberto-Del-Bimbo,Alberto Del Bimbo,,University of Florence | UNIFI
1517,3682,profile/Jun-Sun-8,Jun Sun,,Singapore University of Technology and Design Singapore; Singapore University of Technology and Design Singapore; Singapore Management University | smu
1518,3686,profile/John-Hosking-2,John G. Hosking,,University of Auckland New Zealand; Australian National UniversityAustralia; University of Auckland
1519,3691,profile/Zhuo-Chen-10,Zhuo Chen,,University of Glasgow | UofG
1520,3701,profile/Hasan-Jamil-2,Hasan M. Jamil,,"Mississippi State University Starkville, United States; Wayne State University Detroit, United States; University of Idaho Moscow, United States; University of Idaho | UID"
1521,3709,profile/Xiaoying-Wu-4,Xiaoying Wu,,"Wuhan University Wuhan, China; Wuhan University | WHU"
1522,3714,profile/Hong-Cheu-Liu,Hong-Cheu Liu,,"The Chinese University of Hong Kong Hong Kong, Hong Kong; University of South Australia Australia; University of South Australia Adelaide, Australia"
1523,3720,profile/Zoe-Lacroix,Zoe Lacroix,,Arizona State University | ASU
1524,3724,profile/Rodney-Topor,Rodney William Topor,,Griffith University
1525,3727,profile/Gyoergy-Bartfai,György Bártfai,,University of Szeged
1526,3734,profile/Pablo-Moreno-Acosta,Pablo Moreno-Acosta,,"National Cancer Institute, Bogotá, Colombia Bogotá, Colombia; National Cancer Institute Colombia"
1527,3735,profile/Oscar-Gamboa-3,Oscar Gamboa,,Nueva Granada Military University
1528,3736,profile/Alfredo-Ernesto-Romero-Rojas,Alfredo Ernesto Romero-Rojas,,National Cancer Institute Colombia; National Cancer Institute | INC
1529,3739,profile/Andrea-Otalora,Andrea Otálora,,National University of Colombia | UNAL
1530,3740,profile/Camila-Bernal-Forigua,Camila Bernal-Forigua,,Pontificia Universidad Javeriana
1531,3742,profile/Alisha-Vara,Alisha Vara,,University of Auckland
1532,3744,profile/Monica-Molano,Mónica Molano,,Instituto Nacional de Cancerología - Mexico
1533,3745,profile/Nicolas-Morales-2,Nicolas Morales,,Universidad de las Fuerzas Armadas-ESPE | espe
1534,3746,profile/Jinneth-Acosta,Jinneth Acosta,,National University of Colombia | UNAL
1535,3748,profile/Liliana-Lopez-Kleine,Liliana Lopez-Kleine,,National University of Colombia | UNAL
1536,3751,profile/Wafa-Bouleftour,Wafa Bouleftour,,Université Jean Monnet
1537,3753,profile/Elisabeth-Daguenet,Elisabeth Daguenet,,Institut de cancérologie Lucien-Neuwirth
1538,3758,profile/Gina-Malaver-Perez,Gina Catalina Malaver Perez,,National Cancer Institute | INC
1539,3763,profile/Antonio-Salgado-4,Antonio Huertas Salgado,,"National Cancer Institute Bogotá, Colombia; National Cancer Institute | INC"
1540,3766,profile/Diana-Mayorga,Diana Carolina Mayorga,,National University of Colombia | UNAL
1541,3768,profile/Maleja-Garcia,Maleja Garcia,,Universidad EAN
1542,3771,profile/Oscar-Buitrago,Oscar Buitrago,,Universidad Cooperativa de Colombia
1543,3772,profile/Suzanne-Garland,Suzanne M Garland,,"Murdoch Children's Research Institute Melbourne, Australia; Royal Women's Hospital in Victoria"
1544,3779,profile/Oscar-Gamboa-4,Oscar Gamboa,,Nueva Granada Military University
1545,3781,profile/Miryam-Beatriz-De-Amaya,Miryam Beatriz Puerto de Amaya,,Fundación Universitaria de Ciencias de la Salud
1546,3788,profile/Ricardo-Cendales,Ricardo Cendales,,"El Bosque University Colombia; Grupo IMO Spain; Centro de Control de Cancer Bogotá, Colombia"
1547,3791,profile/Raul-Murillo,Raul Murillo,,International Agency for Research on Cancer
1548,3794,profile/Martha-Lucia-Serrano,Martha Lucia Serrano,,National University of Colombia | UNAL
1549,3795,profile/Diana-Nunez-8,Diana Nuñez,,Los Andes University (Colombia) | UNIANDES
1550,3802,profile/Luc-Malaval,Luc Malaval,,French Institute of Health and Medical ResearchFrance; University of Toronto Canada; Université Jean Monnet France; Université Jean Monnet
1551,3803,profile/Helene-Follet,Hélène Follet,,"INSERM/ Claude Bernard University Lyon 1Villeurbanne, France; University of LyonFrance; INSERM France; French Institute of Health and Medical Research | Inserm"
1552,3804,profile/Delphine-Farlay,Delphine Farlay,,French Institute of Health and Medical Research | Inserm
1553,3806,profile/Pierre-Fournel,Pierre Fournel,,"Centre Hospitalier Universitaire de Saint-Étienne France; Institut de cancérologie Lucien-Neuwirth La Fouillouse, France; Institut de cancérologie Lucien-Neuwirth France; Centre Hospitalier Universitaire de Saint-Étienne | CHU St Etienne"
1554,3807,profile/Nawfel-Mellas,Nawfel Mellas,,Centre Hospitalier Universitaire Hassan II | CHU Fes
1555,3811,profile/Simone-Mathoulin-Pelissier,Simone Mathoulin-Pelissier,,"Institut Bergonié Bordeaux, France; University of Bordeaux U897Institut de santé publique epidemiologie et developpement"
1556,3814,profile/Fabien-Tinquaut,Fabien Tinquaut,,Centre Hospitalier Universitaire de Saint-Étienne | CHU St Etienne
1557,3816,profile/Paul-Sargos,Paul Sargos,,"Université Victor Segalen Bordeaux 2 France; Institut Bergonié Bordeaux, France; Unicancer | UNICANCER"
1558,3821,profile/Mona-Malekzadeh-Moghani,Mona Malekzadeh Moghani,,
1559,3828,profile/Aline-Guillot-2,Aline Guillot,,Institut de cancérologie Lucien-Neuwirth
1560,3831,profile/Carole-Ramirez,Carole Ramirez,,Centre Hospitalier Universitaire de Saint-Étienne | CHU St Etienne
1561,3832,profile/Fabien-Forest,Fabien Forest,,"Université Jean Monnet France; Université Jean Monnet Saint-Étienne, France; Cancer Research Center of LyonLyon, France; Centre Hospitalier Universitaire de Saint-Étienne | CHU St Etienne"
1562,3835,profile/Safa-Louati-2,Safa Louati,,Claude Bernard University Lyon 1 | UCBL
1563,3837,profile/Robin-Chaux,Robin Chaux,,
1564,3839,profile/Romain-Rivoirard,Romain Rivoirard,,
1565,3842,profile/Claire-Tissot,Claire Tissot,,Centre Hospitalier Universitaire de Saint-Étienne | CHU St Etienne
1566,3844,profile/Gessen-Samuel,Gessen Samuel,,Université Jean Monnet
1567,3848,profile/Dridi-Manel-2,Dridi Manel,,Faculty of Medecine of Tunis
1568,3854,profile/Laura-Juignet,Laura Juignet,,"French National Centre for Scientific Research Créteil, France; French Institute of Health and Medical Research France; Université Jean Monnet Saint-Étienne, France; The University of Western Ontario | UWO"
1569,3855,profile/Lea-Verdiere,Léa Verdière,,
1570,3858,profile/Baptiste-Charbonnier-2,Baptiste Charbonnier,,"Medtronic Deggendorf, Germany; Mines Saint-Etienne Saint-Étienne, France; University of Nantes Nantes, France; University of Nantes | UNIV Nantes"
1571,3859,profile/Virginie-Dumas,Virginie Dumas,,École nationale d'ingénieurs de Saint-Étienne | ENISE
1572,3861,profile/Fiona-Louis,Fiona Louis,,"Théa Laboratories Clermont-Ferrand, France; Osaka University Osaka, Japan; Osaka University Osaka, Japan; Osaka University | Handai"
1573,3862,profile/Aline-Rattner,Aline Rattner,,Université Jean Monnet
1574,3863,profile/Marie-Therese-Linossier,Marie-Thérèse Linossier,,Université Jean Monnet
1575,3865,profile/Renata-Granito,Renata Granito Granito,,Universidade Federal de São Paulo | UNIFESP
1576,3866,profile/Vanden-Bossche-Arnaud,Vanden-Bossche Arnaud,,French Institute of Health and Medical Research | Inserm
1577,3867,profile/Odile-Sabido,Odile Sabido,,Université Jean Monnet
1578,3869,profile/Guenaelle-Bouet,Guénaëlle Bouët,,"Mines Saint-Etienne France; University of Cambridge Cambridge, United Kingdom; French Institute of Health and Medical Research France; French Institute of Health and Medical Research | Inserm"
1579,3871,profile/Alain-Guignandon,Alain Guignandon,,"Université Jean Monnet Saint-Étienne, France; Université Jean Monnet"
1580,3872,profile/Laurence-Vico,Laurence Vico,,French Institute of Health and Medical Research | Inserm
1581,3873,profile/Cyril-Mauclair,Cyril Mauclair,,"Max Born Institute for Nonlinear Optics and Short Pulse SpectroscopyBerlin, Germany; Université Jean Monnet Saint-Étienne, France; Université Jean Monnet"
1582,3877,profile/Maya-Boudiffa,Maya Boudiffa,,The University of Sheffield | Sheffield
1583,3878,profile/Ndeye-Wade-Gueye,Ndéye Marième Wade-Gueye,,
1584,3880,profile/Arnaud-Vanden-Bossce,Arnaud Vanden-Bossce,,French Institute of Health and Medical Research | Inserm
1585,3883,profile/Jane-Aubin,Jane E. Aubin,,Max Planck Institute for Biophysical ChemistryGermany; University of Toronto Canada; University of Toronto | U of T
1586,3886,profile/Ghislain-Nicaise,Ghislain Nicaise,,University of Nice Sophia Antipolis | UNS
1587,3889,profile/Bernard-Roche,Bernard Roche,,
1588,3890,profile/Tiphanie-Picot,Tiphanie Picot,,Centre Hospitalier Universitaire de Saint-Étienne | CHU St Etienne
1589,3891,profile/Carmen-Aanei,Carmen Aanei,,"Universitatea de Medicina si Farmacie Grigore T. Popa Iasi Iaşi, Romania; Centre Hospitalier Universitaire de Saint-Étienne | CHU St Etienne"
1590,3893,profile/Celine-Richard,Celine Richard,,"Nationwide Children's HospitalColumbus, United States; Nationwide Children's Hospital Columbus, United States; The University of Tennessee Health Science CenterMemphis, United States; St. Jude Children's Research Hospital"
1591,3894,profile/Guillaume-Courbon,Guillaume Courbon,,"University of Lyon France; University of Lyon in Saint Etienne France; Northwestern University, Chicago, Illinois United States; French Institute of Health and Medical Research | Inserm"
1592,3895,profile/Norbert-Laroche-2,Norbert Laroche,,"French Institute of Health and Medical ResearchParis, France; Université Jean Monnet France; Université Jean Monnet"
1593,3898,profile/Magali-Cruel,Magali Cruel,,"Ecole Centrale de Lyon Écully, France; Ecole Centrale de Lyon | ECL"
1594,3900,profile/Virginie-Vives-3,Virginie Vives,,Université de Montpellier | UM1
1595,3901,profile/Gaelle-Cres,Gaelle Cres,,Centre de Recherche de la Biochimie Moleculaire
1596,3902,profile/Christian-Richard-4,Christian Richard,,"French National Centre for Scientific Research Montpellier, France; University of Vienna Austria; Charles River Laboratories International, Inc Montréal-Ouest, Canada"
1597,3903,profile/Muriel-Busson,Muriel Busson,,French Institute of Health and Medical Research | Inserm
1598,3905,profile/Chloe-Lescale,Chloé Lescale,,Institut Pasteur
1599,3909,profile/Myriam-Normand-2,Myriam Normand,,Université Jean Monnet
1600,3911,profile/Aline-Lueckgen,Aline Lueckgen,,Charité Universitätsmedizin Berlin | Charité
1601,3914,profile/Valentin-David-2,Valentin David,,"Northwestern University Chicago, United States; Northwestern University | NU"
1602,3915,profile/Francoise-Peyrin,Francoise Peyrin,,"French Institute of Health and Medical ResearchFrance; Creatis Medical Imaging Research CenterLyon, France; Creatis Medical Imaging Research Center"
1603,3917,profile/Fabrice-Mac-Way,Fabrice Mac-Way,,Centre Hospitalier Universitaire de Québec (CHUQ) | CHUQ
1604,3923,profile/Farida-Gueniche,Farida Gueniche,,
1605,3925,profile/Francoise-Peyrin-2,Françoise Peyrin,,European Synchrotron Radiation Facility | ESRF
1606,3927,profile/Br-Fournier,Br Fournier,,Novartis
1607,3929,profile/Marie-Christine-Morel-Kopp,Marie-Christine Morel-Kopp,,"The University of Sydney Australia; Kolling Institute of Medical Research Sydney, Australia; The University of SydneyAustralia; The University of Sydney"
1608,3931,profile/Susan-Rittling,Susan Rittling,,The Forsyth Institute
1609,3933,profile/J-M-Dumollard,J.-M. Dumollard,,Centre Hospitalier Universitaire de Saint-Étienne | CHU St Etienne
1610,3935,profile/Anthony-Perrier,Anthony Perrier,,"Université Jean Monnet Saint-Étienne, France; Servier Suresnes, France; Biologie Servier Gidy, France"
1611,3937,profile/T-Fabre,T. Fabre,,Centre Hospitalier Universitaire de Bordeaux | CHU Bordeaux
1612,3940,profile/Mh-Lafage-Proust,Mh Lafage-Proust,,"Centre Hospitalier Universitaire de Saint-Étienne Saint-Étienne, France; Université Jean Monnet Saint-Étienne, France; French Institute of Health and Medical Research | Inserm"
1613,3941,profile/Alain-Belli,Alain Belli,,"Université Jean Monnet Saint-Étienne, France; Université Jean Monnet"
1614,3943,profile/Nicolas-Bonnet-4,Nicolas Bonnet,,University of Geneva | UNIGE
1615,3945,profile/Sarah-Milgram,Sarah Milgram,,
1616,3946,profile/Marie-Carriere-2,Marie Carriere,,Atomic Energy and Alternative Energies Commission | CEA
1617,3947,profile/Barbara-Gouget,Barbara Gouget,,"Agence Nationale de Sécurité Sanitaire de l'Alimentation, de l'Environnement et du Travail | ANSES"
1618,3950,profile/Celine-Faure-2,Céline Faure,,"Hôpital Jean-Verdier –  Hôpitaux Universitaires Paris-Seine-Saint-DenisBiologie de la reproduction; Osteopathy collegeCOS IDF; French National Institute for Agriculture, Food, and Environment (INRAE)Biologie de la reproduction"
1619,3952,profile/Aline-Martin-4,Aline Martin,,"University of Miami Miller School of Medicine Miami, United States; Northwestern University Chicago, United States; Northwestern University Chicago, United States; Northwestern University | NU"
1620,3959,profile/Srividya-Sriskantharajah,Srividya Sriskantharajah,,GlaxoSmithKline | GSK
1621,3965,profile/Brigitte-Burt,Brigitte Burt,,French Institute of Health and Medical Research | Inserm
1622,3966,profile/Frederic-Mallein-Gerin,Frédéric Mallein-Gerin,,Institute for the Biology and Chemistry of Proteins | IBCP
1623,3967,profile/Blandine-Merle,Blandine Merle,,French Institute of Health and Medical Research | Inserm
1624,3969,profile/Ann-Vernallis,Ann Vernallis,,Aston University
1625,3971,profile/Serge-Nataf,Serge Nataf,,Claude Bernard University Lyon 1 France; Claude Bernard University Lyon 1 | UCBL
1626,3975,profile/Petros-Papagerakis-2,Petros Papagerakis,,University of Michigan | U-M
1627,3976,profile/Ariane-Berdal,Ariane Berdal,,Université Paris Cité
1628,3978,profile/Karine-Gauthier-2,Karine Gauthier,,Ecole normale supérieure de Lyon | ENS Lyon
1629,3983,profile/Patricia-Rousselle,Patricia Rousselle,,Claude Bernard University Lyon 1 and CNRS France; Universität Köln Germany; Institute for the Biology and Chemistry of ProteinsFrance
1630,3986,profile/Amit-Gupta-141,Amit K. Gupta,,"Hong Kong Baptist University Kowloon, Hong Kong; National Taiwan University Taipei, Taiwan; University of Ulsan Ulsan, South Korea"
1631,3989,profile/Jack-Lawler,Jack Lawler,,"Beth Israel Deaconess Medical Center Boston, United States; Beth Israel Deaconess Medical Center | BIDMC"
1632,3991,profile/Brigitte-Le-Bail,Brigitte Le Bail,,Centre Hospitalier Universitaire de Bordeaux | CHU Bordeaux
1633,3992,profile/Jean-Frederic-Blanc,Jean-Frédéric Blanc,,Centre Hospitalier Universitaire de Bordeaux | CHU Bordeaux
1634,3994,profile/Alexandre-Fraichard,Alexandre Fraichard,,"genOway SALyon, France; genOway SA"
1635,3995,profile/Olivier-Chassande,Olivier Chassande,,French Institute of Health and Medical Research | Inserm
1636,3998,profile/Mari-Hernandez-Nicaise,Mari Luz Hernandez-Nicaise,,"University of Nice Sophia AntipolisNice, France; University of Nice Sophia Antipolis | UNS"
1637,4002,profile/Duane-Mendis,Duane Mendis,,
1638,4007,profile/Sashko-Damjanovski,Sashko Damjanovski,,The University of Western Ontario | UWO
1639,4013,profile/Kenneth-Mann,Kenneth Gerard Mann,,"University of Vermont Burlington, United States; University of Vermont | UVM"
1640,4019,profile/Pierre-Chatelain-3,Pierre Chatelain,,Claude Bernard University Lyon 1 | UCBL
1641,4021,profile/Dominique-Garrel-3,Dominique R Garrel,,Université de Montréal | UdeM
1642,4029,profile/Cassandra-Edouard,Cassandra Edouard,,Bridgewater State University
1643,4034,profile/Tomoko-Minamizaki-2,Tomoko Minamizaki,,Hiroshima University | HU
1644,4035,profile/Annisa-Damayanti-4,Annisa Nisa Damayanti,,University of Pembangunan Nasional Veteran Jawa Timur
1645,4040,profile/Mathilde-Bouchet,Mathilde Bouchet,,Ecole normale supérieure de Lyon | ENS Lyon
1646,4041,profile/Lamia-Bouazza,Lamia Bouazza,,Claude Bernard University Lyon 1 | UCBL
1647,4042,profile/Pascal-Reboul,Pascal Reboul,,University of Lorraine | UdL
1648,4045,profile/Graeme-Hunter-3,Graeme K Hunter,,The University of Western Ontario | UWO
1649,4047,profile/Tanya-Zappitelli,Tanya Zappitelli,,University of Toronto | U of T
1650,4049,profile/Cesar-Pacheco-Tena,Cesar Pacheco-Tena,,"Toronto Western HospitalToronto, Canada; Hospital Central Universitario Chihuahua, Mexico; Universidad Autónoma de Chihuahua Chihuahua, Mexico; Universidad Autónoma de Chihuahua | UACH"
1651,4050,profile/Carlos-Pineda-9,Carlos Pineda,,"Instituto Nacional de Cardiología Mexico City, Mexico; Instituto Nacional de Rehabilitación Mexico City, Mexico; Instituto Nacional de RehabilitaciónMexico City, Mexico; Instituto Nacional de Rehabilitación | INR"
1652,4051,profile/Susana-Gonzalez-Chavez,Susana A González-Chávez,,"Universidad Autónoma de Chihuahua Chihuahua, Mexico; Universidad Autónoma de Chihuahua | UACH"
1653,4053,profile/Marco-Cardelli,Marco Cardelli,,University of Toronto | U of T
1654,4056,profile/Shousaku-Itoh,Shousaku Itoh,,Osaka University Japan; University of Toronto Canada; Osaka University Japan; Osaka University | Handai
1655,4057,profile/Luisa-Moreno-3,Luisa Moreno,,
1656,4059,profile/Ralph-Zirngibl,Ralph Zirngibl,,"Queen's University Kingston, Canada; University of Toronto Toronto, Canada; University of Toronto | U of T"
1657,4060,profile/Jonathan-Boetto,Jonathan F Boetto,,University of Toronto | U of T
1658,4061,profile/Kristen-Mckenzie-2,Kristen P Mckenzie,,University of Toronto | U of T
1659,4063,profile/Noelle-Ochotny,Noelle Ochotny,,University of Toronto Canada; The University of Western Ontario Canada; The University of Western Ontario | UWO
1660,4064,profile/Irina-Voronov-2,Irina Voronov,,University of Toronto | U of T
1661,4067,profile/Janet-Chan-9,Janet S M Chan,,University of Toronto | U of T
1662,4069,profile/Sandeep-Dab,Sandeep Dab,,"University of Toronto Toronto, Canada; University of TorontoCanada; University of Toronto | U of T"
1663,4070,profile/Ramanpreet-Sokhi,Ramanpreet Sokhi,,University of Toronto | U of T
1664,4071,profile/Jye-Chang-Lee-2,Jye-Chang Lee,,"University of Toronto Toronto, Canada; National Taiwan University | NTU"
1665,4074,profile/Michal-Opas-2,Michal Opas,,University of Toronto | U of T
1666,4076,profile/Edith-Bonnelye,Edith Bonnelye,,
1667,4078,profile/Valentin-Jaumouille,Valentin Jaumouillé,,"Institut Pasteur France; SickKids Toronto, Canada; National Institutes of Health Bethesda, United States; Simon Fraser University"
1668,4080,profile/Shun-Ikeda-4,Shun Ikeda,,Osaka University | Handai
1669,4083,profile/Brian-Foster-11,Brian L Foster,,"University of Michigan United States; University of Washington Seattle Seattle, United States; National Institutes of Health (NIH) Bethesda, United States; The Ohio State University | OSU"
1670,4084,profile/Yohannes-Soenjaya,Yohannes Soenjaya,,Sunnybrook Health Sciences Centre | sunnybrook
1671,4085,profile/Francisco-Nociti,Francisco H Nociti,,
1672,4087,profile/Lucy-Osborne-3,Lucy R Osborne,,University of Toronto | U of T
1673,4089,profile/Yuji-Yoshiko,Yuji Yoshiko,,Hiroshima University | HU
1674,4090,profile/Katsuyuki-Kozai,Katsuyuki Kozai,,Hiroshima University | HU
1675,4093,profile/Nicolas-Duval,Nicolas Duval,,
1676,4095,profile/Anais-Fradet,Anaïs Fradet,,French Institute of Health and Medical Research France; French Institute of Health and Medical Research France; Henry Ford Health System
1677,4096,profile/Helene-Sorel,Helene Sorel,,Université Catholique de Louvain - UCLouvain | UCLouvain
1678,4100,profile/Paul-Henri-Romeo,Paul-Henri Romeo,,French Institute of Health and Medical Research | Inserm
1679,4101,profile/Andras-Nagy-9,Andras Nagy,,"Mount Sinai Hospital, Toronto"
1680,4103,profile/Frederic-Saltel,Frédéric Saltel,,Université Bordeaux 1France; Université Victor Segalen Bordeaux 2France; French Institute of Health and Medical Research U1053France; French Institute of Health and Medical Research | Inserm
1681,4108,profile/Johan-Heersche,Johan N M Heersche,,University of Toronto | U of T
1682,4117,profile/Kursad-Turksen,Kursad Turksen,,Ottawa Hospital Research Institute | OHRI
1683,4119,profile/Leticia-Rao,Leticia G Rao,,
1684,4120,profile/Hao-Ly,Hao Ly,,University of Toronto | U of T
1685,4122,profile/Lesley-Ellies,Lesley G Ellies,,"University of California, San Diego San Diego, United States; University of California, San Diego | UCSD"
1686,4123,profile/Peter-Vadas,Peter Vadas,,University of Toronto | U of T
1687,4125,profile/Satish-Asotra-2,Satish Asotra,,
1688,4128,profile/Esther-Chan-4,Esther T Chan,,Stanford University | SU
1689,4129,profile/Gordon-Chua,Gordon Chua,,The University of Calgary
1690,4135,profile/Nancy-Laurin,Nancy Laurin,,
1691,4136,profile/David-Hart-24,David A. Hart,,The University of Calgary
1692,4140,profile/Kazuo-Tanne,Kazuo Tanne,,"Hiroshima University Osaka, Japan; Hiroshima University | HU"
1693,4146,profile/Roger-Bouillon,Roger Bouillon,,KU Leuven | ku leuven
1694,4147,profile/Theresa-Guise,Theresa A Guise,,Indiana University-Purdue University Indianapolis | IUPUI
1695,4148,profile/Ian-Reid-9,Ian R Reid,,University of Auckland
1696,4150,profile/Harriette-Kahn-2,Harriette Kahn,,Sunnybrook Health Sciences Centre | sunnybrook
1697,4155,profile/Francis-Hughes-3,Francis J Hughes,,King's College London | KCL
1698,4160,profile/Shulin-Zhang-2,Shulin Zhang,,University Hospitals | uhhospitals
1699,4162,profile/Soshi-Uchida-2,Soshi Uchida,,"NissanYokohama, Japan; University of Occupational and Environmental Health Kitakyushu, Japan; Wakamatsu hospital of University of occupational and environental healthJapan"
1700,4166,profile/Quaid-Morris,Quaid Morris,,University of Toronto | U of T
1701,4167,profile/Wen-Zhang-110,Wen Zhang,,Ewha Womans University
1702,4171,profile/Tae-Hwan-Kim-5,Tae-Hwan Kim,,Chonbuk National University | cbnu
1703,4175,profile/Ofer-Shai,Ofer Shai,,
1704,4177,profile/Kelly-Purpura,Kelly A Purpura,,University of Toronto | U of T
1705,4178,profile/Peter-Zandstra,Peter Zandstra,,University of Toronto | U of T
1706,4185,profile/Morteza-Bonyadi,Morteza Bonyadi,,"University of Tabriz Iran; Tabriz University of Medical Sciences Tabriz, Iran; University of Miami Miller School of Medicine; University of Tabriz"
1707,4186,profile/Stephen-Waldman,Stephen D Waldman,,St. Michael's Hospital Canada; Ryerson University Canada; Ryerson University Canada; Ryerson University
1708,4187,profile/Danmei-Liu-2,Danmei Liu,,University of British Columbia | UBC
1709,4189,profile/James-Triffitt,James T Triffitt,,University of Oxford | OX
1710,4192,profile/Deborah-Galson,Deborah L Galson,,Massachusetts General HospitalMedicine-Arthritis Unit; Beth Israel Deaconess Medical Center; University of PittsburghSchool of Medicine; University of Pittsburgh | Pitt
1711,4199,profile/Leena-Merdad,Leena Merdad,,King Abdulaziz University
1712,4205,profile/Andrea-Ruchon-2,Andrea Frota Ruchon,,"McGill UniversityMontréal, Canada; McGill University Health Centre"
1713,4206,profile/Harriet-Tenenhouse,Harriet S Tenenhouse,,McGill University | McGill
1714,4207,profile/Mieczyslaw-Marcinkiewicz,Mieczyslaw Marcinkiewicz,,Deutsches Herzzentrum Berlin
1715,4208,profile/Siegfried-Geraldine,Siegfried Geraldine,,French Institute of Health and Medical Research | Inserm
1716,4210,profile/Kim-Ellefsen,Kim Ellefsen,,Lausanne University Hospital | CHUV
1717,4211,profile/Ajoy-Basak-2,Ajoy Basak,,"University of Ottawa Canada; Bose Institute India; Ottawa Hospital Research Institute Ottawa, Canada; University of Ottawa"
1718,4227,profile/Jean-Marc-Vanacker-2,Jean-Marc Vanacker,,"Institut de Génomique Fonctionnelle de LyonLyon, France; Ecole normale supérieure de Lyon | ENS Lyon"
1719,4229,profile/Udbhav-Bhargava,Udbhav Bhargava,,West Bengal National University of Juridical Sciences
1720,4231,profile/Agi-Grigoriadis,Agi Grigoriadis,,King's College London | KCL
1721,4233,profile/Erin-Boynton,Erin Boynton,,University of Toronto | U of T
1722,4235,profile/Hassan-Jamal-4,Hassan H Jamal,,Eli Lilly
1723,4240,profile/Mary-Farach-Carson,Mary C Farach-Carson,,University of DelawareCenter for Translational Cancer Research; Dept Biological Sciences; Rice UniversityDepartment of Biochemistry and Cell Biology; Rice University United States; University of Texas Health Science Center at Houston
1724,4249,profile/Harry-Moe,Harry K Moe,,University of Toronto | U of T
1725,4259,profile/Christopher-Overall-2,Christopher M Overall,,"University of British Columbia Vancouver, Canada; University of British Columbia Vancouver, Canada; University of British Columbia | UBC"
1726,4271,profile/Qi-Zhang-111,qi Zhang,,
1727,4277,profile/Robert-Pilliar,Robert M Pilliar,,University of Toronto | U of T
1728,4281,profile/Sandu-Pitaru,Sandu Pitaru,,Tel Aviv University | TAU
1729,4285,profile/S-Dixon,S. Jeffrey Dixon,,The University of Western Ontario | UWO
1730,4288,profile/Geoff-Fernie,Geoff Fernie,,Toronto Rehabilitation Institute
1731,4290,profile/Carmelo-Domenicucci,Carmelo Domenicucci,,University of Toronto | U of T
1732,4292,profile/Martin-Petkovich,Martin Petkovich,,Queen's University | QueensU
1733,4296,profile/Oystein-Fardal,Øystein Fardal,,University of Oslo
1734,4300,profile/Jamila-Farsi,Jamila Farsi,,King Abdulaziz University
1735,4306,profile/Douglas-Deporter-2,Douglas Deporter,,University of Toronto | U of T
1736,4313,profile/Zvi-Metzger,Zvi Metzger,,"University of North Carolina at Chapel Hill Chapel Hill, United States; ReDent-Nova CompanyIsrael; Tel Aviv University Tel Aviv, Israel; Tel Aviv University | TAU"
1737,4318,profile/Hardy-Limeback,Hardy Limeback,,"University of Toronto Toronto, Canada; University of Toronto | U of T"
1738,4328,profile/Mervyn-Merrilees,Mervyn J Merrilees,,"University of Auckland Auckland, New Zealand; University of Auckland"
1739,4339,profile/Donald-Brunette,Donald Brunette,,University of British Columbia | UBC
1740,4347,profile/Mary-Osborn-2,Mary Osborn,,Max Planck Institute for Biophysical Chemistry | MPIBPC
